tag,content
1,שימש רכז הצעה בלי שנרשם במרשם הרכזים בניגוד להוראות סעיף 35מו(א);
1,התחזה לרכז הצעה או השתמש בתואר או בכינוי העשויים ליצור רושם שהוא רכז הצעה בניגוד להוראות סעיף 35מו(ב);
1,הציע בזירת סוחר מסחר במכשיר פיננסי מסוג אופציה בינארית או מסחר במכשיר פיננסי אחר מסוג שקבע שר האוצר בניגוד להוראות סעיף 44יב1;
1,ניהל זירת סוחר בלא רישיון זירה או בניגוד לתנאיו בניגוד להוראות סעיף 44יג;
1,ניהל זירת סוחר המשמשת רק לקוחות מחוץ לישראל והציע בה מסחר במכשיר מסוג אופציה בינארית או במכשיר פיננסי אחר שנקבע לפי סעיף 44יב1 בניגוד להוראות סעיף 44יד1;
1,פנה בהצעה לסחור בזירת סוחר בניגוד להוראות סעיף 44טו;
1,כלל בדיווח בפרסום מטעמו או במידע אחר שהוא מוסר פרט מטעה בניגוד להוראות סעיף 44יז(ב);
1,הפר הוראות סעיף 58;
1,מי שעשה דבר בכוונה למנוע או להכשיל הליך בירור הפרה או הליך אכיפה מינהלי לפי פרק ח׳4 לחוק ניירות ערך כפי שהוחל בפרק י׳1 דינו – מאסר שלוש שנים או קנס פי שניים וחצי מן הקנס כאמור בסעיף 61(א)(4) לחוק העונשין ואם הוא תאגיד – פי חמישה מן הקנס כאמור באותו סעיף.
1,"לא יסרב אדם ליתן למנהל כניסה לחצרים כאמור בסעיף 26 לא יפריע ולא יעכב בעצמו או על ידי אחר כניסת המנהל כאמור ולא יימנע מהציג לפי הדרישה את כל מלאי הסמים המסוכנים שבהחזקתו או בשליטתו את הרשומות והפנקסים שעליו לקיימם ומסמכים אחרים שדרש המנהל הנוגעים לעסקאותיו בסמים מסוכנים. העובר על הוראות סעיף זה דינו – מאסר שלוש שנים או קנס כאמור בסעיף 61(א)(4) לחוק העונשין התשל""ז–1977."
1,לא ייצר אדם כלי אסור לא ימכרו לא יציגו למכירה לא ייבאו לא ייצאו לא יסחר בו או יעשה בו עסקה אחרת ולא יחזיק בו במטרה לעשות אחת מהפעולות האמורות שלא בהיתר; העובר על הוראות סעיף זה דינו – מאסר חמש שנים.
1,סם מסוכן שהובא לישראל במעבר לא יגרום אדם להטייתו למקום יעוד שאינו המקום שאליו נשגר מתחילה אלא על פי היתר הטיה.
1,לא ירחיק אדם סם מסוכן מהרכב שבו הובא לישראל במעבר ולא יטלטל אדם סם מסוכן בישראל לאחר שהורחק כאמור אלא לפי רשיון הרחקה מאת מנהל אגף המכס והבלו.
1,המחזיק חצרים לא ירשה להשתמש בהם לשם הכנת סם מסוכן שימוש בו מכירתו או עשיית עיסקה אחרת בו שלא בהיתר.
1,לא יהיה לאדם ענין בניהול חצרים המשמשים למטרה כאמור בסעיף קטן (א).
1,"העובר על הוראות סימן זה דינו – מאסר עשרים שנים או קנס פי עשרים וחמישה מהקנס האמור בסעיף 61(א)(4) לחוק העונשין התשל""ז–1977."
1,"מי שהפר הוראה מהוראות תקנות אלה דינו – מאסר שישה חודשים או קנס כאמור בסעיף 61(א)(1) לחוק העונשין התשל""ז–1977."
1,נושא משרה בתאגיד חייב לפקח ולעשות כל שניתן למניעת עבירות לפי סעיף 124(א) על ידי התאגיד או על ידי עובד מעובדיו; המפר הוראה זו דינו – מחצית הקנס הקבוע בשל אותה עבירה; לעניין סעיף זה ”נושא משרה“ – מנהל פעיל בתאגיד שותף למעט שותף מוגבל או פקיד האחראי מטעם התאגיד על התחום שבו בוצעה העבירה.
1,הצורך מעשה זנות מקטין דינו – מאסר חמש שנים.
1,מייצר או מוכר מצרך שעומד בדרישות תקן רשמי לפי הוראות סעיף 9(א) והחייב בסימון בתו תקן כשהוא אינו מסומן בתו תקן בניגוד להוראות צו לפי סעיף 9(ב);
1,משתמש באחת או יותר מהמילים המוגנות בניגוד להוראות סעיף 13(א)(1) או (2);
1,מתאר או מסמן מצרך בניגוד להוראות סעיף 13(א)(3) (4) או (5).
1,נעברה עבירה לפי סעיף זה בידי תאגיד דינו – כפל הקנס הקבוע לעבירה.
1,נושא משרה בתאגיד חייב לפקח ולעשות כל שניתן למניעת עבירות לפי סעיף 17א על ידי התאגיד או על ידי עובד מעובדיו המפר את חובתו האמורה דינו – הקנס האמור בסעיף 61(א)(3) בחוק העונשין; לענין סעיף זה ”נושא משרה“ – מנהל פעיל בתאגיד שותף למעט שותף מוגבל או פקיד האחראי מטעם התאגיד על התחום שבו בוצעה העבירה ולענין העבירות לפי פסקאות (1) (2) ו־(5) של סעיף 17א(א) גם דירקטור.
1,להשתמש במלים תקן סטנדרד ונורמה או במלים קרובות לאלה על כל נטיותיהן (להלן – מלים מוגנות) לתיאור מיפרט או כללים טכניים שלא נקבעו כתקן או כתקן רשמי;
1,להשתמש במלה מהמלים המוגנות כשם לעסקו או לפעולות עסקו ללא היתר מאת השר; הוראה זו לא תחול על אדם שהשתמש כאמור לפני תחילת תקפו של חוק זה;
1,לתאר מצרך בכתב או בעל פה או בכל דרך אחרת שהיא תיאור העלול לעורר את הרושם שניתן היתר לסמנו בתו תקן או בסימן השגחה אלא אם נוכח שאמנם ניתן היתר כזה;
1,לסמן מצרך באופן העלול לעורר את הרושם כי המצרך מתאים לתקן או לתקן רשמי פרט לסימון כחוק בתו תקן.
1,מוסר מסמך או ידיעה לא נכונים או לא מדוייקים לפי חוק זה ללא הסבר סביר;
1,נמנע ללא הסבר סביר מלמסור ידיעה מסמך או דבר שהוא חייב במסירתם לפי חוק זה או שנדרש למסרם;
1,עובר על הוראות סעיף 3 או סעיף 16(ב) או על איסור לפי סעיף 13.
1,המפר הוראה מהוראות חוק זה ולא נקבע להפרה עונש או המפר הוראה בתקנות על פיו כשנאמר בתקנות שההפרה היא עבירה דינו – מאסר שלושה חודשים.
1,המוציא מרשותו טובין שנפטרו ממכס מחמת שיובּאו בשביל צבא־הגנה לישראל או בשביל מוסד או אדם הזכאים לייבא טובין אלה בלא מכס ומעבירם לכל חברה פירמה או אדם שאינם זכאים לייבא אותם טובין בלי מכס ולא הודיע תחילה למנהל על פרטי העברה זו;
1,המוכר טובין או המציג אותם למכירה או המחזיק אותם לשם מכירה או לשם מסחר באניה שבנמל והטובין לא פורטו במצהר לפי סעיף 53;
1,המשיג הישבון שלא הגיע לו על פי דין;
1,מי שבהחזקתו או במרותו או בפיקוחו טובין שייצואם אותה שעה אסור או מוגבל או מוסדר והוא מתכוון להבריחם או יודע שיש כוונה להבריחם.
1,כל אדם המשתמש מוכר או מעביר מרשות לרשות ביודעים כל משקל מידה או מכונת־שקילה שניתנו בהם כל טביעה או סימן מזוייפים או שחוקו מתוך זיוף ייאשם בעבירה ומשיתחייב בדין יהיה צפוי לקנס של מאתיים לירות או למאסר של שנתיים או לאותם קנס ומאסר כאחד.
1,כל אדם המתרשל או המסרב מלהראות למבקר – לשם ביקורת – כל משקל מידה או מכונת־שקילה שבאחיזתו או במקומו או הנמצאים אותה שעה בשליטתו או המסרב להתיר למבקר לבקר או לשים יד על ולעכב כל משקל מידה או מכונת־שקילה או מכשיל או מפריע באופן אחר מבקר הפועל לפי הפקודה הזאת ייאשם בעבירה ומשיתחייב בדין יהיה צפוי לקנס של מאה לירות או למאסר של שישה חדשים או לאותם שני ענשים כאחד.
1,כל אדם המשתמש – או אוחז לשם שימוש – במסחר בכל משקל מידה או מכונת־שקילה כוזבים או מעוולים ייאשם בעבירה ומשיתחייב בדין יהיה צפוי לקנס של מאה לירות או למאסר של שישה חדשים או לאותם קנס ומאסר כאחד.
1,כל אדם המתקין מוכר או גורם שיותקנו או יימכרו ביודעים כל משקל מידה או מכונת־שקילה כוזבים או מעוולים ייאשם בעבירה ומשיתחייב בדין יהיה צפוי לקנס של מאתיים לירות או למאסר של שנה אחת או לאותם קנס ומאסר כאחד.
1,כל אדם שללא הרשאה בהיתר משנה או גורם שישונו כל משקל מידה או מכונת־שקילה טבועים ועל־ידי־כך הוא עושה אותם כוזבים או מעוולים וכל אדם המשתמש מוכר או מעביר מרשותו באופן אחר ביודעים אותם משקל מידה או מכונת־שקילה שנעשו כוזבים או מעוולים ייאשם בעבירה ומשיתחייב בדין יהיה צפוי לקנס של מאתיים לירות או למאסר של שנתיים או לאותם קנס ומאסר כאחד.
1,כל אדם המבצע או גורם שתבוצע מרמה ביודעים בשימושם של כל משקל מידה או מכונת־שקילה ייאשם בעבירה ומשיתחייב בדין יהיה צפוי לקנס של מאתיים לירות או למאסר של שנתיים או לאותם קנס ומאסר כאחד.
1,כל אדם המזייף או מחקה מתוך זיוף או גורם שיזוייפו או יחוקו מתוך זיוף או עוזר ביודעים לזייף או לחקות מתוך זיוף כל מטבעת או סימן המשמשים בטביעתם או סימונם של כל משקל מידה או מכונת־שקילה לפי הפקודה הזאת ייאשם בעבירה ומשיתחייב בדין יהיה צפוי לקנס של מאתיים לירות או למאסר של שנתיים או לאותם קנס ומאסר כאחד.
1,קברניט או בעל כלי שיט או כלי הובלה המשתמש או המניח ביודעין להשתמש בכלי שיט או בכלי הובלה שלו להברחת טובין או להובלה שלא כדין של טובין מוברחים או מחולטים דינו – הענשים שנקבעו בסעיף קטן (א).
1,מסר מידע כוזב או שגוי בהצהרה שמסר לפי סעיפים 2ג(ב)או 2ו או במסמכים ופרטים שמסר לפי סעיפים 2ג(ב) (ג) או (ד)או 2ו;
1,הפר תנאי מהתנאים לקבלת אישור שחרור מותנה שנקבעו לפי סעיף 2ה(ב);
1,מסר טובין מסוים במשלוח מסוים לבדיקה של יותר ממעבדת בדיקה אחת בניגוד להוראות סעיף 2יב(א)(4);
1,ייבא טובין שייבואם על ידו טעון אישור עמידה בדרישות הממונה בלי שנרשם במרשם היבואנים בניגוד להוראות סעיף 2ד.
1,לא דיווח לממונה על התקינה על שינוי בפרטים או במסמכים שמסר בניגוד להוראות סעיף 2ג(ד);
1,לא שמר פרטים או מסמכים בניגוד להוראות סעיף 2יב(א)(1) או (2);
1,לא דיווח לממונה על התקינה על מידע הכלול במערכת התקשורת והמידע שהגיע אליו או גילה לאחר מידע כאמור או עשה שימוש במידע כאמור בלא אישור מראש ובכתב של הממונה והכול בניגוד להוראות סעיף 2יג(ג).
1,מסר דין וחשבון ידיעה פנקס מסמך או תעודה אחרת (להלן בסעיף זה – מסמך) כשהם כוזבים בפרט חשוב;
1,לא יקבלו סיעה רשימה מועמד לראש מועצה אזורית או מועמד בבחירות מיוחדות לראש רשות במישרין או בעקיפין כל תרומה מתאגיד בארץ או בחוץ לארץ.
1,על אף האמור בסעיף קטן (א) מועמד לראש מועצה אזורית רשאי לקבל תרומה בסכום שאינו עולה על 55000 שקלים חדשים מישוב שיתופי הנמצא בתחום המועצה האזורית שבה הוא מועמד ובלבד שסכום זה יבוא במקום תרומות אישיות של חברי הישוב; לענין סעיף קטן זה ”ישוב שיתופי“ – קיבוץ מושב שיתופי או אגודה שיתופית להתיישבות חקלאית שהכנסותיה אינן מחולקות בעיקרן לחבריה.
1,לא דיווח אדם על חוות דעת כהגדרתה בסעיף 5א2(א) בניגוד להוראות אותו סעיף דינו – הקנס הקבוע בסעיף 61(א)(2) לחוק העונשין.
1,לא הודיע אדם על תכנון מדף כהגדרתו בסעיף 5א2(א) בניגוד להוראות סעיף 5א2(ה) דינו – מאסר שנה או הקנס הקבוע בסעיף 61(א)(2) לחוק העונשין.
1,לא דיווח אדם על עמדה חייבת בדיווח כהגדרתה בסעיף 5א3 בניגוד להוראות אותו סעיף דינו – הקנס הקבוע בסעיף 61(א)(2) לחוק העונשין.
1,משנדרש החזר תעודת המפדה יפקע מיד תקפה של התעודה; לא קויימה הדרישה דינו של הקברניט – קנס 1500 לירות.
1,השתמש במישרין או בעקיפין לתועלתו האישית בידיעות שהגיעו אליו בתוקף עבודתו ועדיין לא פורסמו לפי פקודה זו והן עשויות להשפיע על מחיר השוק של מוצר או של מצרך;
1,פרסם או מסר לאחר ללא סמכות כדין שלא במהלך הסדיר של עבודתו ידיעות שרכש תוך עבודתו;
1,חיבר ביודעין בשביל הלשכה סטטיסטיקה כוזבת.
1,המפרסם או מוסר לאחר ידיעות שהגיעו לידו והוא יודע שגילויין נעשה תוך הפרת פקודה זו דינו – מאסר שלוש שנים.
1,המסרב או נמנע למלא שאלון שנשלח אליו או הונח אצלו כדין או למסור את הפרטים הנדרשים בו או לענות לשאלה או לחקירה שהופנתה אליו מכוח פקודה זו; היה המסרב או הנמנע העובר על הוראות פסקה זו יחיד כהגדרתו בסעיף 13א לעניין שאלון שאלות או פרטים הנוגעים לאותו יחיד משק ביתו או משפחתו דינו – קנס 500 שקלים חדשים;
1,אינו מוסר ספרים בהתאם להוראות סעיף 2(א) עד (ג) ו־(ה) או אינו מוסר ספרים על פי בקשת גנזך המדינה לפי הוראות סעיף 2(ב) ו־(5).
1,אינו מציין בספר את הפרטים הנקובים בסעיף 3.
1,המפרסם תיעוד חזותי או קולי של חקירה כולו או חלקו בלא רשות בית משפט דינו – מאסר שנה; לענין סעיף זה ”חקירה“ – לרבות חקירה בידי רשות אחרת המוסמכת לחקור על פי דין שהוצא לגביה צו לפי סעיף 16(ג).
1,"השר רשאי לאחר התייעצות עם הוועדה המשותפת כמשמעותה בסעיף 21 לחוק ההנדסאים והטכנאים המוסמכים התשע""ג–2012 ובאישור ועדת העבודה הרווחה והבריאות של הכנסת לייחד בתקנות פעולות למהנדס רשוי או לאדריכל רשוי; משיוחדה פעולה כך לא יבצענה אדם אלא אם הוא בעל רשיון לפי סעיף 11. פורסמו תקנות המהנדסים והאדריכלים (רישוי וייחוד פעולות) תשכ""ז–1967."
1,המגלה או המפרסם מידע חסוי לפי חוק זה בלא היתר דינו – מאסר שלוש שנים; הביא אדם לגילוי או לפרסום כאמור ברשלנות דינו – מאסר שנה.
1,עובד השירות וכן הפועל מטעם השירות בעבר או בהווה המגלה או המפרסם מידע חסוי בלא היתר לפי סעיף זה דינו – מאסר חמש שנים; נעשה הגילוי או הפרסום כאמור ברשלנות דינו – מאסר שלוש שנים.
1,לא קיים את הוראות סעיפים 5 10(ב)או 50ב18;
1,"תאגיד שניירות ערך שלו הוצעו לציבור על פי תשקיף חייב להגיש לרשות דו""חות או הודעות לפי פרק זה כל עוד ניירות הערך שלו נמצאים בידי הציבור; תאגיד שניירות ערך שלו נסחרים בבורסה או רשומים בה למסחר חייב להגיש דו""חות או הודעות לפי פרק זה לרשות ולבורסה."
1,"שר האוצר יתקין לפי הצעת הרשות או לאחר התייעצות עמה ובאישור ועדת הכספים של הכנסת תקנות בדבר הפרטים שיש לכלול בדו""חות או בהודעות האמורים צורתם ומועדי עריכתם והגשתם לרבות פרטים שיש לכלול בדו""חות או בהודעות האמורים לפי מיטב ידיעתם של דירקטורים בתאגיד."
1,למסור בכתב לרשות בתוך המועד שייקבע בדרישה הסבר פירוט ידיעות ומסמכים בקשר לפרטים הכלולים בדוח או בהודעה לפי פרק זה;
1,להגיש דוח המתקן דוח או הודעה שהוגשו לפי פרק זה בתוך המועד שייקבע בדרישה אם נוכחו כי דוח או הודעה שהוגשו אינם כנדרש לפי סעיף זה או כי הפרטים שנמסרו מכוח הוראת פסקה (1) מחייבים זאת.
1,"ראתה הרשות כי הדבר דרוש לשם שמירת עניניו של ציבור המשקיעים בניירות ערך של תאגיד פלוני רשאית היא להורות לו על דרך הצגת פרט בדו""חות כספיים בדו""ח תקופתי או בדו""ח מיידי ובלבד שהוראות לענין זה לא נקבעו בתקנות לפי סעיפים 17או 36 או בעקרונות החשבונאיים המקובלים ובכללי הדיווח המקובלים."
1,המאזין האזנת סתר שלא על פי היתר כדין דינו – מאסר חמש שנים.
1,המציב או המתקין מכשיר למטרת האזנת סתר שלא כדין או כדי לאפשר שימוש בו למטרה האמורה דינו – מאסר חמש שנים.
1,המשתמש ביודעין וללא סמכות כדין בידיעה או בתכנה של שיחה שהושגו על ידי האזנת סתר בין שנעשתה כדין ובין שנעשתה שלא כדין או מגלה ידיעה או תוכן שיחה כאמור ביודעין לאדם שאינו מוסמך לקבלה דינו – מאסר חמש שנים.
1,מי שפרש משירות הציבור ובתפקידו בשירות הציבור היה מוסמך להחליט על פי שיקול דעתו על הענקת זכות לאחר או להמליץ על הענקת זכות כאמור או שהיה ממונה על עובד אחר בשירות הציבור המוסמך כאמור לא יקבל זכות מאדם שנזקק במהלך עסקיו להחלטתו בתחום הסמכות האמורה.
1,העובר על הוראה שבסעיפים 2 עד 6 על הוראה שניתנה לו כאמור בסעיף 4א(ב) או על הגבלה או איסור שהוטלו עליו לפי סעיף 5א(ד) דינו – מאסר ששה חדשים.
1,לא יפתח אדם בית ספר ולא יקיימו אלא אם יש בידו רשיון לפי חוק זה ובהתאם לתנאיו ולא יפרסם אדם פתיחת בית ספר אם אין עליו רשיון כאמור (להלן – רשיון).
1,מסמן לשם מסחר בלא רשות בעל הסימן או מי מטעמו סימן מסחר רשום או חיקויו על טובין שלגביהם נרשם הסימן בפנקס או על אריזה של טובין כאמור ועלול להטעות בכך אדם אחר;
1,מייבא לשם מסחר בלא רשות בעל הסימן או מי מטעמו טובין או אריזתם שסומנו בסימן מסחר הרשום בפנקס לגבי אותם טובין או בחיקוי של סימן כאמור והסימון עלול להטעות אדם אחר; ואולם הוראות פסקה זו לא יחולו לגבי טובין שסומנו בהרשאת מי שהוא בעל הסימן בארץ שבה נעשה הסימון;
1,עוסק במכירה בהשכרה או בהפצה של טובין שסומנו או יובאו לישראל בניגוד להוראות פסקאות (1) או (2) או מוכר משכיר או מפיץ טובין כאמור בהיקף מסחרי;
1,מחזיק טובין שסומנו או יובאו לישראל בניגוד להוראות פסקאות (1) או (2) לשם מסחר בהם.
1,נעברה עבירה לפי סעיף קטן (א) בידי תאגיד דינו – כפל הקנס הקבוע לעבירה.
1,המוסר מידע כוזב לרשם בקשר עם בקשה לרישומו של סימן בפנקס דינו – מאסר שנה.
1,נושא משרה בתאגיד חייב לפקח ולעשות כל שניתן למניעת עבירה מהעבירות המפורטות בסעיף זה (להלן – עבירה) בידי התאגיד או בידי עובד מעובדיו; הפר את חובתו האמורה דינו – הקנס האמור בסעיף 61(א)(4) לחוק העונשין.
1,עבר על הוראות פרק ב׳ למעט סעיף 2(ב);
1,הפר את חובת הסודיות לפי סעיף 25.
1,העובר על הוראה מהוראות סעיפים 3 15 19(ג)(1) 20א 21 22אאו 25א דינו – מאסר שנתיים או קנס.
1,לא יחפור אדם במקרקעין לגילוי עתיקות ולא יחפש עתיקות בכל דרך אחרת לרבות השימוש במכשיר לגילוי מתכות ולא ילקט עתיקות אלא אם קיבל רשיון לכך מאת המנהל (להלן – רשיון חפירה) ובהתאם לתנאי הרשיון.
1,סוחר עתיקות ינהל רשימת מצאי בדרך שנקבעה בתקנות.
1,לא ימכור אדם העתק של עתיקה או חיקוי שלה ולא יציגו למכירה בלא שסימן עליו בדרך שנקבעה בתקנות כי המוצג אינו עתיקה אמינה.
1,לא ימכור אדם עתיקה המורכבת מחלקים שונים של עתיקות שונות – עם השלמות או תוספות או בלעדיהן – בלא שסימן זאת בדרך שנקבעה בתקנות.
1,לא יכניס אדם לישראל עתיקה מהאזור אלא אם כן קיבל לכך אישור מאת המנהל ובהתאם לתנאי האישור; אישור יכול שיהיה אישי או כללי ובלבד שאישור כללי יפורסם ברשומות.
1,בניה סלילה הקמת מיתקן חציבה כרייה קידוח הצפה במים סיקול חרישה נטיעה או קבורה;
1,הנחת עפר דומן פסולת או אשפה לרבות הנחתם בנכס הגובל באתר;
1,שנוי תקון או תוספת בעתיקה הנמצאת באתר;
1,אדם שהגיע אליו מידע לפי פרקים ג׳ ד׳ או ד׳2 תוך כדי מילוי תפקידו או במהלך עבודתו ישמרנו בסוד לא יגלה אותו לאחר ולא יעשה בו כל שימוש אלא לפי הוראות חוק זה או לפי צו בית משפט; העובר על הוראות סעיף קטן זה דינו – מאסר שלוש שנים או קנס כאמור בסעיף 61(א)(3) לחוק העונשין.
1,הגורם ברשלנות לגילוי מידע לאחר בניגוד להוראות סעיף קטן (א) תוך הפרת הוראה מהוראות שנקבעו לאבטחת מידע לפי חוק זה או תוך הפרת כלל או נוהל שקבע ראש הרשות המוסמכת לפי הוראות כאמור דינו – מאסר שנה או קנס כאמור בסעיף 61(א)(2) לחוק העונשין.
1,מנהל מארגן מכוון פעילות בארגון פשיעה או מפקח עליה והכל במישרין או בעקיפין;
1,מממן במישרין או בעקיפין פעילות של ארגון פשיעה או מקבל מימון לצורך הפעלת הארגון או מחליט בענין חלוקת כספים בארגון פשיעה.
1,הנותן שירות ייעוץ לארגון פשיעה במטרה לקדם את פעילותו הפלילית של ארגון הפשיעה דינו – מאסר עשר שנים.
1,נעברה עבירה כאמור בסעיפים קטנים (א) ו־(ב) לענין ארגון פשיעה שפעילותו כוללת גם עבירה שהעונש הקבוע לה עולה על 20 שנות מאסר דינו של עובר העבירה – מאסר 20 שנים.
1,העובר עבירה במסגרת פעילות של ארגון פשיעה למעט עבירה לפי חוק זה או עבירה שהעונש הקבוע לה הוא מאסר עולם חובה דינו – כפל העונש הקבוע לעבירה אך לא יותר ממאסר עשרים וחמש שנים.
1,עובד הציבור המשתמש לרעה במעמדו או בסמכויותיו באופן שיש בו כדי לקדם את פעילותו הפלילית של ארגון פשיעה דינו – מאסר עשר שנים.
1,העובר על הוראה מהוראות חוק זה או התקנות על פיו או אינו ממלא אחרי צו הפסקה מינהלי דינו – מאסר שנה או קנס 100000 לירות.
1,"המפר הוראה מהוראות הסעיפים 2או 13 דינו – מאסר שנה וקנס פי ארבעה מהשיעור הקבוע בסעיף 61(א)(4) לחוק העונשין התשל""ז–1977."
1,הפרה של חובת סודיות לגבי עניניו הפרטיים של אדם שנקבעה בהסכם מפורש או משתמע;
1,פרסומו או מסירתו של דבר שהושג בדרך פגיעה בפרטיות לפי פסקאות (1) עד (7) או (9);
1,פרסומו של ענין הנוגע לצנעת חייו האישיים של אדם לרבות עברו המיני או למצב בריאותו או להתנהגותו ברשות היחיד.
1,מנהל מחזיק או משתמש במאגר מידע בניגוד להוראות סעיף 8;
1,מוסר פרטים לא נכונים בבקשה לרישום מאגר מידע כנדרש בסעיף 9;
1,אינו מוסר פרטים או מוסר פרטים לא נכונים בהודעה המלווה בקשה לקבלת מידע לפי סעיף 11;
1,אינו מקיים את הוראות סעיפים 13ו־13א לענין זכות העיון במידע המוחזק במאגר מידע או אינו מתקן מידע על פי הוראות סעיף 14;
1,מאפשר גישה למאגר מידע בניגוד להוראות סעיף 17א(א) או אינו מוסר לרשם מסמכים או תצהיר בהתאם להוראות סעיף 17א(ב);
1,אינו ממנה ממונה על אבטחת מידע בהתאם להוראות סעיף 17ב;
1,מנהל או מחזיק מאגר המשמש לשירותי דיוור ישיר בניגוד להוראות סעיפים 17ד עד 17ו;
1,מוסר מידע בניגוד לסעיפים 23ב עד 23ה.
1,בילוש או התחקות אחרי אדם העלולים להטרידו או הטרדה אחרת;
1,צילום אדם כשהוא ברשות היחיד;
1,פרסום תצלומו של אדם ברבים בנסיבות שבהן עלול הפרסום להשפילו או לבזותו;
1,"העתקת תוכן של מכתב או כתב אחר שלא נועד לפרסום או שימוש בתכנו בלי רשות מאת הנמען או הכותב והכל אם אין הכתב בעל ערך היסטורי ולא עברו חמש עשרה שנים ממועד כתיבתו; לענין זה ”כתב“ – לרבות מסר אלקטרוני כהגדרתו בחוק חתימה אלקטרונית התשס""א–2001;"
1,שימוש בשם אדם בכינויו בתמונתו או בקולו לשם ריווח;
1,הפרה של חובת סודיות שנקבעה בדין לגבי עניניו הפרטיים של אדם;
1,שימוש בידיעה על עניניו הפרטיים של אדם או מסירתה לאחר שלא למטרה שלשמה נמסרה;
1,הפוגע במזיד בפרטיות זולתו באחת הדרכים האמורות בסעיף 2(1) 2(3) עד (7) ו־(9) עד (11) דינו – מאסר חמש שנים.
1,לא יגלה אדם מידע שהגיע אליו בתוקף תפקידו כעובד כמנהל או כמחזיק של מאגר מידע אלא לצורך ביצוע עבודתו או לביצוע חוק זה או על פי צו בית משפט בקשר להליך משפטי; אם הוגשה הבקשה לפני תחילת ההליך תידון הבקשה בבית משפט השלום; המפר הוראות סעיף זה דינו – מאסר 5 שנים.
1,מתקין שלט בניגוד להוראות חוק זה;
1,אינו מקיים תנאי מתנאי ההיתר;
1,מהנה רכב נושא שלט בניגוד להוראות סעיף 2א;
1,אינו מסלק שלט כפי שנדרש בהתראה לפי סעיף 8.
1,חייב אדם להימנע מכל פעולה המזהמת מים או עלולה לגרום לזיהום מים במישרין או בעקיפין מיד או לאחר זמן; ואין נפקא מינה אם היה מקור המים מזוהם לפני אותה פעולה ואם לאו.
1,מי שברשותו מיתקן להפקת מים להספקתם להובלתם לאגירתם או להחדרתם לתת־קרקע חייב לנקוט בכל האמצעים הסבירים כדי למנוע שהמיתקן או הפעלתו יגרמו לזיהום מים.
1,העובר על הוראות סעיף 2 דינו – מאסר שנה אחת או קנס 185000 שקלים חדשים.
1,כל כלי שיט יצוייד בפנקס שמן שבו תפורט כל פעולה הקשורה להעברת שמן מכלי השיט או אליו; פנקס השמן ינוהל בידי הקברניט של כלי השיט ויהיה ערוך באופן שנקבע בתקנות.
1,נשפך שמן או ניתן לו לזרום למי־ים במישרין או בעקיפין מכל כלי שיט או אליו לכלי שיט אחר או ממנו או לכל מקום ביבשה או ממנו בעלו או קברניטו של כלי השיט שממנו נשפך השמן או שממנו ניתן לו לזרום או התופש במקרקעין או האחראי למיתקן לפי הענין דינו – קנס 329000 שקלים חדשים ואם כבר הורשע פעם בעבירה לפי סעיף זה דינו – קנס כאמור או מאסר שנה אחת.
1,בעל כלי שיט או קברניט שקיבלו הודעה לפי סעיף 11 ולא ביצעו פעולה מן הפעולות המנויות תוך הזמן שנקבע לביצועה דינם – קנס 220000 שקלים חדשים.
1,מטיל או מזרים פסולת או שפכים לים ממקור יבשתי בלא היתר או בניגוד לתנאיו בניגוד להוראות סעיף 2;
1,נעברה עבירה כאמור בסעיף קטן (א) ונגרם נזק לים דינו של עובר העבירה – מאסר שלוש שנים או כפל הקנס האמור באותו סעיף קטן.
1,לא יטיל ולא יזרים אדם לים פסולת או שפכים ממקור יבשתי בין במישרין ובין בעקיפין אלא על פי היתר ובהתאם לתנאיו; ובלבד שלא יינתן היתר לסוגי פסולת או שפכים שנאסרו בתקנות לפי סעיף 14(א)(1).
1,לא יעסוק אדם בחומר רדיואקטיבי או במוצר המכיל חומר רדיואקטיבי אלא על פי היתר ובהתאם לתנאיו; הממונה לא יתן היתר לעסוק בחומר או במוצר כאמור אם הכיל חומר רדיואקטיבי בכמות העולה על המפורט בתוספת הראשונה אלא לאחר קבלת אישור מהמנהל.
1,לא יקים אדם מיתקן רדיואקטיבי ולא יעסוק בו אלא על פי היתר ובהתאם לתנאיו. הממונה לא יתן היתר להקים מיתקן כאמור או לעסוק בו אם הכיל או נועד להכיל חומר רדיואקטיבי בכמות העולה על המפורט בתוספת הראשונה אלא לאחר קבלת אישור מהמנהל.
1,לא יקים אדם מיתקן קרינה ולא יעסוק בו אלא על פי היתר ובהתאם לתנאיו.
1,לא יחדיר אדם ולא יפזר חומר רדיואקטיבי בקרקע במים או באויר ולא יערב חומר רדיואקטיבי בכל חומר אחר אלא לפי דין ובהתאם להיתר ולתנאיו.
1,לא יפקיר אדם חומר רדיואקטיבי.
1,לא יתן אדם ולא יפעיל שירות מהשירותים המפורטים בתוספת השניה אלא אם קיבל היתר ובהתאם לתנאיו. הממונה לא יתן היתר כאמור אלא למי שיש בידו אישור מקצועי למתן אותו שירות להנחת דעתו של הממונה ובלבד שלא יינתן היתר להפעלת שירות לסילוק פסולת רדיואקטיבית אלא לאחר קבלת אישור מהמנהל.
